DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo,LOSS_CIRCULATION
26/02/2014,C2,"r/u cement head and line. circulate prior to cement job (1100 lpm, 350 psi). max gas 4.12%. no losses.",0.0
26/02/2014,C2,"drop top plug. displace cement with 26.71 m3 of sw. bump plug 1300 psi, 500 psi above final pumping pressure. pressure test 7"" casing to 3800 psi/10 min. cip @ 05:30 hrs. est. toc 690 m from differential pressure calculation. no losses during cement job. bleed-off pressure, 0.4 m3 bleed back volume, confirm float hold.",0.0
26/02/2014,F1,"drill 6-1/8"" hole (ags/mwd) 1865 m to 2724 mmd/2362.9 mtvd (td), 1.15 sg sdf. no losses/connection gas. bhct 137c. max gas: 24.4%@2607 mmd/2263.4 mtvd; bg 0.6%. rotate: wob 10-17 klbs, 140-180 rpm, 1000 lpm, spp 2200 psi (ug), 2900 psi (fg), 67% fg. torque on/off bottom 11-13/5-10 kft-lbs. p/u wt 202 klbs, s/o wt 130 klbs, rot wt 158 klbs. total rotate 859 m/19.71 hrs; avg rotate rop 43.6 m/hr. - top 2a at 1980 mmd/1730 mtvd. - top fm1 at 2220 mmd/1936 mtvd. - pump 3.2 m3 low-vis/4.8 m3 hi-den pill every 200 m, cuttings increase 15-30% - perform pump off test at 2644 mmd/2294.7 mtvd. no pump off gas. - last hc sand:2644mmd/2294.9mtvd. - projection td: 31.2 inc/15 azi, 29m above, 53.4m right.",0.0
01/03/2014,C2,"line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 58.0 m3 of 1.50 sg lead and follow with 10.4 m3 of 1.91 sg tail slurry (use hole size = 11.3"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump (pump eff 97%). displace cement with 44.6 m3 of sw. bump plug at 1680 psi (cal 1220 psi). cip @ 13:49 hrs. pressure test casing to 3800 psi for 10 mins_ok. bleed off pressure. check float holding_ok. estimated toc by differential pressure @ 533 mmd (plan toc @ 700 mmd). no losses during cement job.",0.0
01/03/2014,C2,hold pjsm. rig up cmt head and lines. circulate bottom up prior to perform cement (945 lpm/ 1060 psi) - max gas 15.2% and no mud losses.  note: flow line temp stable at 55.4? c.,0.0
01/03/2014,P4F,"hold pjsm. n/d bop.  *** rig release from at-20-j to at-20-d on 08 april 2014 at 07:00 hrs *** (plan afe = 11.02 days/ actual = 11.26 days).  offline operations =============== pull and lay down risers with urf crane. install cement bonnet and cement head with urf crane. install cement line.  pressure test lines to 5000 psi. circulate 2 bottoms up, max gas 1.1%.  flow line temp stabilize at 70 ?c. rig pump 1.58 m3 of base oil and 38.2 m3 of 1.40 sg ht-mcs-gs spacer with 715 lpm. displace with 1.27 m3 of sw. line up to cement unit. mix and pump 37.5 m3 of 1.68 sg single gas tight slurry (use hole size = 6.28"", no excess) with 715 lpm. flush line with 0.79 m3 dw and 0.79 m3 brine. drop wiper plug. displace with 12.3 m3 (477 lpm) of 1.03 sg retarded brine. bump plug at 2710 psi with 159 lpm (calc 2520 psi). pressure test tubing to 4000 psi for 10 mins. cip @ 14:29 hrs. perform inflow test 2000/1000 psi for 5 mins. bleed off, fluid flow back 0.24 m3. check float holding_ok. est toc @ 1723.6 mmd (plan toc @ 1706.7 mmd). spacer return 12.24 m3. no losses during cement job. check dhsv hydraulic return 5000/7000 psi : 125/130 cc.  cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
01/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 3850 mmd to 3950 mmd. no mud losses.  note: - running speed: 34 jph.",0.0
01/03/2014,P4F,"make up circulating swedge. circulate 2 bottoms up with 780 lpm/ 2900 psi  and 20 m pipe reciprocation. no mud losses. max gas 3.36 %. note: lay down 6-1/8"" blind bha by oac.",0.0
01/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 2405 mmd to 3850 mmd. no mud losses. note: - running speed: 34 jph.           - lay down srft logging tool from oac.  00:00-06:00 hrs operations ======================= 00:00-00:30 hrs continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 3850 mmd to 3950 mmd. no mud losses.  note: - running speed: 34 jph. 00:30-02:45 hrs make up circulating swedge. circulate 2 bottoms up with 780 lpm/ 2900 psi  and 17 m pipe reciprocation. no mud losses. max gas 3.36 %. note: lay down 6-1/8"" blind bha by oac. 02:45-06:00 hrs make up dhsv. install control line. pressure test to 5000/7500 psi (hydraulic return 125/160 cc). rih 2-7/8"" 6.4# 13cr l80 jfebear completion with 5000 psi in control line from 3945 mmd to 4085 mmd. make up tubing hanger (bpv install). cut and terminate control line to hanger. make up hanger running tool and landing string. connect and pressure test control line 7000 psi. rih and land tubing hanger into wellhead (pu/so - 135/85 klbs). pressure test seal to 5000 psi.",0.0
02/03/2014,P4F,"drop carbide. circulate hole clean with 600 lpm, 2470 psi meanwhile reciprocate string, no losses, max gas 49.18%. note: hole size from carbide lag check first/peak = 6.18""/6.23""",0.0
02/03/2014,C1,"rih 7"" 29 ppf, t95, tpcq csg to 3032 m. avg.speed 19 jts/hr. fill casing every joint. note: - observe loss in open hole 12 bbls.control speed in open hole to minimize losses.",0.0
02/03/2014,C1,"hold pjsm. r/u cement head & lines. circulate prior to cement job.    00:00 - 06:00 hrs operation ========================= 00:00 - 02:45 hrs circulate prior to cement job. (250 lpm, 470 psi). observe loss 100 bbl. max gas 5.18 % mwout range 1.43-1.44 sg 02:45 - 04:45 hrs rig pump 158 bbls of 1.50 sg spacer. (250 lpm, 450 psi). line up to cmt unit, flush line & p/t line to 4500 psi, ok.  04:45 - 06:00 hrs drop btm plug. cmt unit mix & pump 154 bbls of 1.68 sg lead slurry & 36 bbls of 1.80 sg tail slurry, 4 bpm. use 9.1""& 800 m inside 9-5/8"" casing for cmt.cal without excess.",15.89873
02/03/2014,C2,"drop top plug. cmt unit pump 20 bbls of 1.12 sg wbm. switch to rig pump & continue displace with 453 bbl of 1.12 sg wbm, 7 bpm. bump plug to 4000 psi (cip 14:37 hrs). observe pressure drop 40 psi/ min. re-test to 4000 psi, pressure still drop 40 psi/min. bleed off pressue, no back flow (float holding). no loss during cement job. etoc 700 m from volumetric calculation. check all surface equipment and lines for leaks. ok",0.0
02/03/2014,C2,"drop top plug. cement unit displace with 20 bbls of 1.43 sg sdf. switch to rig pump and displace with 354.8 bls of 1.43 sg sbm. bump plug and pressure test casing to 4000 psi/ 5 min. bleed off pressure, float holding. cip 07:20 hrs. note: - total loss during cementing and displace: 253 bbls (loss 63 bbls after cement exit shoe)           - expect toc from volumetric calculation 1900 m (9-5/8"" shoe at 1973 m)           - change saver sub from 4-1/2"" if to xt39 while cementing.           - change out casing bails with drilling bails",10.0161999
02/03/2014,C2,"circulate prior to cement job. (250 lpm, 470 psi). observe loss 100 bbl. max gas 5.18 % mwout range 1.43-1.44 sg",15.89873
02/03/2014,C3,"nipple down diverter system, bop, riser adapter and riser. hold debrief.  ===rig release from at-24-p at 10:30 hrs on 13 march 2014.=== ===total day on well 11.15 days/11.57 days afe.===  =====offline operation on at-24-p ====== 10:30 - 11:30 hrs install cement adapter. retrieve bpv. r/u cement head & lines. 11:30 - 13:15 hrs circulate bottom up (700 lpm, 3000 psi) no losses. max gas 8.63% 13:15 - 14:00 hrs rig pump 180 bbls of 1.70 sg mudpush wht spacer. 14:00 - 15:30 hrs cement unit flush and pressure test line to 6500 psi. pump 225 bbls of 1.90 sg cement. (6.37"" hole size, no excess) 15:30 - 15:45 hrs cement unit flush line with sea water until clean sea water appear. 15:45 - 16:30 hrs drop wiper plug. displace cement with 5 bbl brine + 62.3 bbls base oil + 5 bbls brine until bump plug@ 5800 psi/10 min. cip 16:25 hrs. bleed pressure, no backflow. note: - 32 bbls of contaminated spacer. no losses while displacing cement.           - estimate toc from vol.calulation @ 1533 m.           - cycle dhsv 10 times after cement wiper plug pass dhsv.           - perform in-flow test, no success",0.0
02/03/2014,F4,"pump 100 bbls of hi-vis sweep. circulate sweep out with seawater. pump 100 bbls of hi-vis sweep. displace hole to 1.12 sg pac/phpa mud. drop carbide. circulate hole clean (3000 lpm/120 rpm/1800 psi). no mud losses.  note:  - average hole size by hi-vis sweep on surface = 12.17"".             - average hole size by phpa mud on surface = 12.25"".            - average hole size by carbide lag check: 11.9"" (peak).           - bottoms up sample; 95% clay and 5% sand.  00:00-06:00 hrs operations ======================= 00:00-00:45 hrs circulate hole clean (3000 lpm/120 rpm/1800 psi). no mud losses.  00:45-04:30 hrs flow check_static. pull 5 stands wet with proper pipe displacement to 1880 mmd. pump slug . poh from 1880 mmd to 350 mmd_ hole in good condition. 04:30-05:00 hrs flow check_static. continue to poh 8-1/2"" bha from 350 mmd to 200 mmd. 05:00-06:00 hrs rack back hwdp. break out bit. rack back bha in derrick.",0.0
02/03/2014,GN9B,"continue circulate the well with 50 spm, 1950 psi, meanwhile mix and prepare differential stuck pipe pill in slug pit. note: - total loss 15 bbls since start circulation.",2.3848095
02/03/2014,F4,"while work string with 412 klb, string became free. rotate string 50 rpm and circulate hole to get base oil out of hole and get homogeneous mud (675 lpm, 2400 psi). add ht products and circulate to condition mud.  note: loss 4 bbl while circulation.",0.6359492
02/03/2014,F3,"continue to back ream out of hole 6-1/8"" bha from 2915 mmd to 2337 mmd with 540 lpm, 1100-1500 psi, 120 rpm, 4-6 kft.lbs.  00:00 - 06:00 hrs operations ======================== 00:00 - 03:00 hrs back ream out of hole 6-1/8"" bha from 2337 mmd to 1989 mmd with 540 lpm, 1100-1500 psi, 120 rpm, 4-6 kft.lbs_hole in good condition and no cutting on shaker. 03:00 - 03:45 hrs circulate bottom up (810 lpm, 1950 psi). no losses and no cutting on shaker. 03:45 - 05:00 hrs flow check. observe return rate 0.5 bbl/5 min and not decreasing. shut in well by annular bop. after 15 mins, no shut in pressure observed. open annular and continue flow check on trip tank_return slowly 0.4 bbl/5 min to stop. 05:00 - 06:00 hrs pull wet 5 stands with proper pipe displacement (pipe dry) to 1815 mmd. install ps21 slip and continue to pooh.",0.0
02/03/2014,FN2,"perform 1st circulation of driller's method with 30 spm by maintain dp pressure constant = 1350 psi. stop pump after get annulus volume pumped excluding losses. note: - loss 332 bbls during circulation, loss rate 60-90 bbl/hr, loss rate 60-90 bbl/hr",52.7837836
02/03/2014,FN2,"continue circulate 2nd circulation of driller's method by using 1.60 sg sbm with kill speed (30 spm) and maintain dp pressure constant at 780 psi from 7"" casing shoe to surface (1733 stokes). continue circulate and condition mud with constant dp pressure. at 2255 stroke observe loss rate increased from 50 bbl/hr to 75 bbl/hr_ stop pumping, final mw in/out 1.60/ 1.48 sg.  note:  - observe pressure start build up after 23 stroke pumped.  - loss 85 bbls during circulation, loss rate 40-75 bbl/hr.",13.5139205
02/03/2014,FN1C,"work string down_ found drill string stuck. attempt to free the drill string with/without several pumping and rotating parameter_ no success.   parameter while attempting to free the drill string ====================================== flow rate (lpm)    apply  torque (kft-lbs)     tension pull on weight indicator (klbs)       270                              7                                            50 - 412 (90%) note:  - normal p/u wt = 255 klbs, s/o = 175 klbs. - perform pipe stretch check with 50 klbs over pull, est stuck point from calculation sheet = 2662 m (not confirm stuck point due to deviated well). - loss 46 bbls during work on string with circulation. - observed back pressure in drill string 200 psi attemped to bleed off to 0 psi but same.",7.3134158
02/03/2014,FN1C,"circulate and condition mud with 1.60 sg sbm (20 spm, 1247 psi)_ observe gas increasing to 50 %. shut in well and continue circulate and condition mud through choke manifold (20 spm, 795 psi, 3045 strokes (surface to 7"" casing shoe)). note: loss 135 bbls during circulation until midnight, loss rate 40-60 bbl/hr.  00:00 - 06:00 hrs operations ======================== 00:00 - 00:15 hrs flow check via trip tank_ observe 7 bbl gain (67 bbl/hr gain rate). shut in well by annular bop, sidpp = 220 psi, sicp = 80 psi. 00:15 - 02:30 hrs shut in and observe pressure, final sidpp = 260 psi, sicp = 80 psi. meanwhile prepare and mix 900 bbl of 1.60 sg sbm. 02:30 - 06:00 hrs perform 1st circulation of driller's method with 30 spm by maintain dp pressure constant = 1350 psi_ in progress. note: - loss 195 bbls during circulation, loss rate 60-90 bbl/hr.",21.4632855
02/03/2014,FN2,"circulate 2nd circulation of driller's method by using 1.60 sg sbm with kill speed (30 spm) and maintain dp pressure constant at 780 psi until kill mud reach 7"" casing shoe and shut in well. sidpp = 0, sicp = 100 psi. note:  - before shut in the well, circulate with fully open choke, zero pressure on casing side. - loss 110 bbls during circulation, loss rate 20-70 bbl/hr.",17.488603
02/03/2014,FN2,"shut in well and observe pressure meanwhile prepare and mix 1.60 sg sbm and consult with town on forward plan.  note: - initial csg/dp pressure 490/490 psi, final csg/dp pressure = 460/570 psi.  00:00 - 06:00 hrs operations ======================= 00:00 - 01:00 hrs continue monitoring pressure meanwhile prepare and mix 1.60 sg kill sbm, final csg/dp pressure = 460/570 psi. 01:00 - 03:45 hrs circulate 2nd circulation of driller's method by using 1.60 sg sbm with kill speed (30 spm) by maintain dp pressure constant (780 psi) until kill mud reach 7"" casing shoe and shut in well. sidpp = 0, sicp = 100 psi. note: - before shut in the well, circulate with fully open choke, observe zero pressure on casing side.           - loss 110 bbls during circulation, loss rate 20-70 bbl/hr. 03:45 - 04:30 hrs suspect pressure trapped in the system. bleed off pressure to zero. total 1.5 bbls return. shut in and observe pressure. sidpp = 0, sicp = 90 psi. 04:30 - 06:00 hrs bleed off pressure to zero 2 times. total 4.0 bbls return, each time 2 bbl. shut in and observe pressure, sidpp = 0, sicp = 90 psi.  note: 1st time monitor for 1 hour, 2nd time monitor for 1/2 hour.",17.488603
02/03/2014,FN2,"continue circulate 2nd circulation of driller's method by using 1.40 sg sbm with kill speed (30 spm). note: - loss since start circulation 41 bbls, loss rate 4-24 bbl/hr.",0.0
02/03/2014,FN2,"pump 50 bbls of lpm pill and spot at 600 m in oh and 100 m inside 7"" casing shoe. note: - lcm pill consist of 15 ppb g-seal hrg, 15 ppb g-seal plus, 15 ppb caco3 medium and             15 ppb caco3 coarse.           - loss 47 bbls during circulation, loss rate 20-50 bbl/hr.",7.4724031
02/03/2014,FN2,"continue circulate 2 bottom up with kill speed (30 spm) until mw all around 1.40 sg sbm, csg/dp pressure = 610/1680 psi. note: - loss 79 bbls during circulation, loss rate 10-54 bbl/hr.",12.5599967
02/03/2014,FN2,"circulate 2nd circulation of driller's method by using 1.48 sg sbm with kill speed (30 spm)_ unable to maintain dp pressure constant after top of 1.48 sg sbm above 7"" shoe. note: - loss 113 bbls during circulation, loss rate 30-120 bbl/hr.",17.9655649
02/03/2014,P4F,"make up 2-7/8"" tubing string with crossover and connect to tds. circulate bottom up by stage pump up to 680 lpm/, 2600 psi meanwhile reciprocating the string. note: no mud losses, trip gas 9.5 %.  00:00 - 06:00 hrs operation ====================== 00:00 - 02:15 hrs continue rih 2-7/8"" 6.4# 13cr l80 fox from 2845 mmd to 3510 m_ string hang up. attempt to rih pass through hud_ no go. 02:15 - 03:15 hrs make up 2-7/8"" tubing string with crossover and connect to tds. wash down 2-7/8"" 6.4# 13cr l80 fox from 3505 m to 3513 m with 570 lpm, 1700 psi. attempt to rih 2-7/8"" tubing from 3513 m to 3521 m_ string hang up. attempt to rih pass through hud_ no go. 03:15 - 06:00 hrs wash down 2-7/8"" 6.4# 13cr l80 fox from 3521 m to 3553 mmd with 570 lpm, 1700 psi. no losses. note: - drift box-end of tubing after take out crossover every wash down joint.",0.0
02/03/2014,F3,"circulate bottom up with 810 lpm, 1950 psi. note: no losses and no cutting on shaker.",0.0
02/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 fox from 7"" casing shoe to 2845 mmd (half way open hole between 7"" shoe and trsv), no mud losses. note: running speed in open hole: 32 jph.",0.0
02/03/2014,P4F,"make up circulating swedge. circulate bottom up by stage pump up to 820 lpm, 2600 psi.  note: no mud losses, trip gas 4.1 %.",0.0
02/03/2014,F2A,"continue back ream 6-1/8"" bha from 2337 mmd to inside 7"" casing shoe at 1989 mmd with 540 lpm, 1100-1500 psi, 120 rpm, 4-6 kft.lbs.  note: hole in good condition, no losses and no cutting on shaker.",0.0
02/03/2014,FN2,"perform 1st circulation of driller's method with 30 spm. after bottom up, observe gas still more than 50%. keep circulate maintain dp pressure constant = 1900 psi. note: - loss 187 bbls during circulation, loss rate 4-40 bbl/hr.",29.7306251
02/03/2014,FN2,"pump 50 bbls of lpm pill and spot at 600 m in oh and 100 m inside 7"" casing shoe. note: - lcm pill consist of 15 ppb g-seal hrg, 15 ppb g-seal plus and 15 ppb caco3 medium.           - loss 91 bbls during circulate.",14.4678443
02/03/2014,FN2,"circulate 2nd circulation of driller's method using 1.40 sg sbm. bring pump up to kill speed (30 spm) while maintain casing pressure constant. then continue circulation maintain dp pressure constant (1660 psi).   00:00 - 06:00 hrs operations ======================== 00:00 - 02:15 hrs continue circulate 2nd circulation of driller's method by using 1.40 sg sbm with kill speed (30 spm) by maintain dp pressure constant (1660 psi). note: - loss 41 bbls during circulation (since start circulation), loss rate 4-24 bbl/hr. 02:15 - 06:00 hrs continue circulate 2 bottom up with kill speed (30 spm) until mw all around 1.40 sg sbm, csg/dp pressure = 610/1680 psi. note: - loss 78 bbls during circulation, loss rate 10-54 bbl/hr.",6.5184793
02/03/2014,FN7,"electrician continue troubleshooting on drawwork problem meanwhile circulate the well with 20 spm, 550 psi. note:  at 09:00 hrs able to assign vfd to 1 drawwork's motor.  - attempt to free the drill string by work string from 80-250 klbs on weight indicator, 20 spm, 550 psi without rotating_ same. at 10:15 hrs able to assign vfd to 1 drawwork's motor and tds.  - attempt to free the drill string by work torque down  12 kft-lbs,  80-250 klbs on weight indicator and 20 spm, 550 psi_ tds  break unable to control and  torque automatic released from drill string. at 11:00 hrs attempt to free the drill string by work string from 80-250 klbs on weight indicator, 20 spm, 550 psi_ same.  at 19:30 hrs able to assign vfd to 2 drawwork's motor and tds (amphion system fully working).  - m/u and rack back 17 stands 5"" sp, 20 stands 4"" dp with oac while circulation. - loss 31 bbls during circulation.",4.9286063
02/03/2014,GN9B,"circulate the well with 30-50 spm, 850-1950 psi _ meanwhile mix and prepare differential stuck pipe pill in slug pit.  00:00 - 06:00 hrs operations ======================== 00:00 - 00:30 hrs continue circulate the well with 50 spm, 1950 psi, meanwhile mix and prepare differential stuck pipe pill in slug pit. note: total loss 15 bbls since start circulation. 00:30 - 01:30 hrs pump 20 bbl of differential stuck pipe pill and chase with 1.60 sg sbm to spot at 3450 m to 3641 m (14 bbl in annulus) and 3470 m to 3641 m (6 bbl in drill string).  note: - differential stuck pipe pill consist of suremul-5 ppb, versacoat-25 ppb, versawet-10 ppb, hrp as require (for barite suspension). 01:30 - 02:30 hrs monitor the well via trip tank meanwhile wait for differential stuck pipe pill to soak mud filter cake. note: at 02:00 hrs pump 10 strokes 1.60 sg sbm to move differential stuck pipe pill 20 m in annulus. 02:30 - 06:00 hrs attempt to free the drill string by apply torque 12 kft-lbs and work string from 70-270 klbs on weight indicator several times. attempt to free the drill string with 12 kft-lbs torque and slack off weight to 70 klbs (positioning for 10 mins) several times. release torque from drill string. attempt to pull the drill string to 412 klbs (90%) without circulation several times_ neg. note:  - no circulating while attempt to work on the string. - pump 10 strokes 1.60 sg sbm to move differential stuck pipe pill 20 m in annulus every hour while working on stuck pipe. - perform pipe stretch check with 100 klbs over pull, est stuck point from calculation sheet = 2568 m (not confirm stuck point due to deviated well).",2.3848095
02/03/2014,FN2,"continue circulate the well due to high percent gas come out 15% (400 lpm, 1100 psi).  note: - loss 10 bbls during circulation.",1.5898729999999999
02/03/2014,FN2,"continue circulate the well through choke manifold with 400 lpm, 500 psi, 48% gas peak after pass poor boy degasser, and come down to 17%. note: - move drill string up and down 2-3 m every 30 mins while circulation.           - loss 13 bbls during circulation.",2.0668349
02/03/2014,C2,"line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 55.65 m3 of 1.50 sg (1000 lpm) lead and follow with 7.95 m3 of 1.91 sg (500 lpm) tail slurry (use hole size = 12"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump (pump eff 96%). displace cement with 36.9 m3 (636 lpm) of 1.12 wbm. bump plug at 1360 psi (cal 1215 psi). cip @ 19:04 hrs. pressure test casing to 4000 psi for 10 mins_ok. bleed off pressure. check float holding_ok. estimated toc by differential pressure @ 522 mmd and by volumetric @ 700 mmd. (plan toc @ 700 mmd). no losses during cement job.",0.0
02/03/2014,C2,"rig up cement head and lines. circulate bottom up prior to perform cement job (1000 lpm/431 psi), flow line temp stabilize at 49?c. max gas 5.8 %. no losses.",0.0
02/03/2014,F3,circulate hole clean (3000 lpm/120 rpm/1800 psi). no mud losses.,0.0
02/03/2014,FN2,perform 1st circulation of driller's method with 20 spm by maintain dp pressure constant = 310 psi. max gas 52% note: - loss 50 bbls during circulation,7.949365
02/03/2014,FN2,"stop pump and shut in well by annular bop. circulate the well through choke manifold with 400-500 lpm, 1900-500 psi, 45% gas peak after pass poor boy degasser. note:  - move drill string upward and downward every 30 mins while circulation. - gain 7 bbls during circulation  00:00 - 06:00 hrs operation ======================   00:00 - 02:45 hrs continue circulate the well through choke manifold with 400 lpm, 500 psi, 48% gas peak after pass poor boy degasser, and come down to 17%. note:  - move drill string up and down 1-2 m every 30 mins while circulation. - loss 13 bbls during circulation. 02:45 - 03:45 hrs flow check via trip tank (fully open choke), volume returned 12.9 bbl (flow return slow down and almost stop).  03:45 - 04:15 hrs continue back ream out 6-1/8"" directional bha from 3716 m to 3697 m with 500 lpm, 1600 psi. 04:15 - 05:00 hrs observe drawwork malfunction and unable to be operated. circulate the well with 270 lpm, 400 psi meanwhile troubleshooting on drawwork. function test drawwork_ ok. 05:00 - 06:00 hrs continue circulate the well due to high percent gas come out 15% (400 lpm, 1100 psi).",2.0668349
02/03/2014,FN2,perform 1st circulation of driller's method with 30 spm by maintain dp pressure constant = 1240 psi. note: - loss 45 bbls during circulation,7.1544285
02/03/2014,P4F,"rig pump 31.8 m3 1.60 sg ht-mcs-gs spacer. displace with 1.27 m3 of sea water. line up to cement unit. mix and pump 40.4 m3 of 1.68 sg single gas tight slurry (use hole size = 6.23"", no excess). flush line with 1.59 m3 dw. drop wiper plug. displace with 11.6 m3 of 1.06 sg retarded brine. bump plug at 3410 psi with 110 lpm (calc 3350 psi). cip @ 22:00 hrs. pressure test tubing to 4000 psi/10 mins. attempt to perform inflow test 2000/1000 psi, observe dhsv not fully close (pressure build up after close dhsv and bleed off to 1000 psi and also no pressure increase after open dhsv). bleed off, fluid flow back 0.2 m3. check float holding_ok.  note:  - est toc @ 1177 mmd (plan toc @ 1313 mmd). spacer return 14.0 m3. loss 14 bbl during cement job.  - check dhsv hydraulic return 7500/5000 psi : 145/110 cc.  - cycle dhsv 10 times while displacing after cement wiper plug pass dhsv.",2.2258222
02/03/2014,P4F,"make up 2-7/8"" tubing string with crossover and connect to tds. circulate prior to dhsv by stage pump up to 600 lpm, 2455  psi meanwhile reciprocate the string. note: no mud losses, trip gas 4 %.",0.0
02/03/2014,P4F,"make up 2-7/8"" tubing string with crossover and connect to tds. wash down 2-7/8"" 6.4# 13cr l80 fox from 3502 mmd to 3565 mmd with 570 lpm, 1700 psi, no losses. note: drift box-end of tubing after take out crossover every wash down joint.",0.0
03/03/2014,C2,"rig up cement head and lines. circulate bottom up prior to perform cement job.  00:00 - 06:00 hrs operations ======================== 00:00 - 00:45 hrs continue circulate bottom up prior to perform cement job (815 lpm/650 psi), flow line temp stabilize at 45?c. max gas 8.7 %. 00:45 - 04:45 hrs line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 50.9 m3 of 1.50 sg lead and follow with 11.1 m3 of 1.91 sg tail slurry (use hole size = 11.5"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump. displace cement with 39.7 m3 of sw. bump plug at 2955 stks with 2240 psi. pressure test casing to 3800 psi/10 min. cip @ 04:20 hrs. bleed off pressure. check float holding_ok. no loss during cement job. 04:45 - 05:15 hrs rig down cement head and lines. m/u 7"" casing hanger for next well and send down to tender. 05:15 - 05:45 hrs pjsm. rig down 7"" casing handling equipment while flush wellhead profile through annulus valve. 05:45 - 06:00 hrs make up wash tool and wash wellhead.",0.0
03/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 3570 mmd to 3895 mmd. no mud losses.  note: - running speed: 30 jph.",0.0
03/03/2014,P1D,"nipple down bop and riser. install cement bonnet and cement head offline.   ******* rig release from at-20-k to at-20-b at 07:00 hrs ******    =====off-line operation=====  pressure test lines to 5000 psi. circulate 2 bottoms up, max gas 2.3%.  flow line temp stabilize at 61.7 ?c. rig pump 1.58 m3 of base oil and 35.5 m3 of 1.43 sg mcs-gs spacer with 720 lpm. displace with 1.27 m3 of sw. line up to cement unit. mix and pump 39.4 m3 of 1.68 sg single gas tight slurry (use hole size = 6.3"", no excess) with 720 lpm. flush line with 0.79 m3 dw and 0.79 m3 brine. drop wiper plug. displace with 12.2 m3 (700 lpm) of 1.06 sg retarded brine. bump plug at 2970 psi with 159 lpm (calc 2855 psi). pressure test tubing to 4000 psi for 10 mins. cip @ 13:59 hrs. perform inflow test 2000/1000 psi for 5 mins. bleed off, fluid flow back 0.24 m3. check float holding_ok. est toc @ 1518 mmd (plan toc @ 1541 mmd). spacer return 12.7 m3. no losses during cement job. check dhsv hydraulic return 5000 psi : 110 cc.  cycle dhsv 10 times after cement wiper plug pass dhsv.",0.0
03/03/2014,P4F,make up circulating swedge. circulate 1.5 bottoms up with 740 lpm/ 2890 psi  and 20 m pipe reciprocation. no mud losses. max gas 15.1%.,0.0
03/03/2014,P4F,"continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 2230 mmd to 3570 mmd note: - running speed: 30 jph.  00:00-06:00 hrs operations ======================= 00:00-01:00 hrs continue to rih 2-7/8"" 6.4# 13cr l80 jfebear from 3570 mmd to 3895 mmd. no mud losses.  note: - running speed: 30 jph. 01:00-03:00 hrs make up circulating swedge. circulate 1.5 bottoms up with 740 lpm/ 2890 psi  and 20 m pipe reciprocation. no mud losses. max gas 15.1%. 03:00-06:00 hrs make up dhsv. install control line. pressure test to 5000/7500 psi (hydraulic return 110/145 cc). rih 2-7/8"" 6.4# 13cr l80 jfebear completion with 5000 psi in control line from 3895 mmd to 4033 mmd. make up tubing hanger (bpv install). cut and terminate control line to hanger. make up hanger running tool and landing string. connect and pressure test control line 7000 psi. rih and land tubing hanger into wellhead (pu/so - 125/100 klbs).   pressure test seal to 5000 psi.",0.0
03/03/2014,C2,"line up to cement unit. pump 3.2 m3 of sw. pressure test line to 4500 psi. mix and pump 66.8 m3 of 1.50 sg (950 lpm) lead and follow with 7.95 m3 of 1.91 sg (636 lpm) tail slurry (use hole size = 12.0"", no excess). drop wiper plug. displace with 1.6 m3 of sw by cement unit. switch to rig pump (pump eff 97%). displace cement with 41.5 m3 (320 lpm) of sw. bump plug at 1390 psi (cal 1240 psi). cip @ 12:00 hrs. pressure test casing to 3800 psi for 10 mins_ok. bleed off pressure. check float holding_ok. estimated toc by differential pressure @ 400 mmd and by volumetric @ 716 mmd. (plan toc @ 700 mmd). no losses during cement job.",0.0
03/03/2014,C1,"continue rih 7"" casing (29# l80 tpcq) from 320 mmd to 2209 mmd. note: - average running speed 26 jph and no mud losses.",0.0
03/03/2014,C2,"hold pjsm. rig up cement head. circulate bottom up prior to perform cement job (1030 lpm/ 400 psi) - max gas 14.9%. flow line temp stab at 53? c and no mud losses.  note: make up 6-1/8"" bha offline and hang with oac.",0.0
